链接标题,内容摘要,来源贴吧,最近回复用户名,最近回复时间,链接地址,主题帖包含图片链接,主题帖内容,图片本地存储地址
低配的就行。实用就行。,"要求的话没什么要求,平时就看看动漫什么的,有个就好了。也不太喜欢打游戏,平时就浏览一下那种不良的。动漫的话就看樱花。没什么兴趣爱好就是喜欢在各种聊天软件。能不能用一半的钱给我配一台比较实用的?",大耳朵图图,邱钟翔,2021-12-09 16:15,https://tieba.baidu.com/p/7644279829?pid=142395617075&cid=0#142395617075,"['http://tiebapic.baidu.com/forum/w%3D580/sign=1089cc69781f95caa6f592bef9167fc5/9489b1014a90f603f40e55506412b31bb051ed73.jpg', 'http://tiebapic.baidu.com/forum/w%3D580/sign=9ad838cf6bd12f2ece05ae687fc2d5ff/e2089a45d688d43f66a0c8ea201ed21b0ef43bac.jpg', 'http://tiebapic.baidu.com/forum/w%3D580/sign=470cc6cdf61bb0518f24b320067bda77/2a900b3b5bb5c9eafbb5c90c9039b6003bf3b3a3.jpg', 'http://tiebapic.baidu.com/forum/w%3D580/sign=5c0cf77812c2d562f208d0e5d71190f3/999facc27d1ed21bebc077fdf06eddc451da3fac.jpg', 'http://tiebapic.baidu.com/forum/w%3D580/sign=7d6423ea8862853592e0d229a0ef76f2/bac9751ed21b0ef4fde1c14680c451da81cb3eac.jpg', 'http://tiebapic.baidu.com/forum/w%3D580/sign=b549ae2d3e899e51788e3a1c72a5d990/bee700fa513d2697d95d758d10fbb2fb4216d85b.jpg']","['要求的话没什么要求，平时就看看动漫什么的，有个网站就好了。也不太喜欢打游戏，平时就浏览一下那种不良的网站。动漫的话就看樱花。没什么兴趣爱好就是喜欢在各种聊天软件钓鱼。能不能用一半的钱给我配一台比较实用的？', '要求没太高能，看视频聊天就行。别太卡。', '几台', '建议请吴签扎一下你的几把让你清醒一下', '几家网吧？', '我还是10级以下，靠签到已经不够了，玩了半天贴吧终于把水技琢磨透了：你每到一个帖子就粘贴这句话，十五天就到了11级”...我彻底恍然大。悟！吧主再也不用担心我的经验了。我是路过的，我什么都不知道，不过我已经精秃了，假如你每天签到拿4经验，18级300000/4=75000天，如果从1岁开始签到，那100年=36500天，你差不多要活200年保持每天签到（谁知道200年后还有没有签到这玩意），如果你每天再水4经验，时间减半，但考虑现实，你不可能再活100年，取50年吧，你就要每天水16经验，可能你是个勤快的人，每天水32经验，那就需要25年！！！再如果你是个大水怪，每天水64经验，那就只要12.5年！！！还如果你个心急的人，每天水128经验，你只要6.25年！！！！假如你已经急不可耐了，每天水256经验，那你碉堡了，只要3.125年！！！当然，你会觉得3年还是太远了，每天你闲的**，忙忙碌碌的水512经验，碉堡了，你只需要1.5625年，只比1年半多一点！！！什么！！你还不满意，那你觉得你可能一天水1024经验吗，可能吗！！可能吗！！！据说回复100字或者一百字以上可以得到11~30经验，真的很棒。。。。那么，按照队形，点击复制，把我的话复制一片，拿经验妥妥的秘籍。老师憋了半天语重心长告诉我：”你每到一个帖子就粘贴这句话，十五天就到了11级\u3000╭══╮\u3000┌═════┐╭╯让路║═║水军专用车║└══⊙═⊙═~----╰⊙═⊙╯╭══╮\u3000┌═════┐╭╯让路║═║挽尊专用车║└══⊙═⊙═~----╰⊙═⊙╯专业挽尊三十年，挽过的楼主可绕地球十圈，品质有保障。你，值得拥有！水军┏┳━━━━━━━━━━━━┓┃┃████████████┃┃┃███████┏━━┓█┃┣┫███████┃水┃█┃┃┃███████┃帝┃█┃┃┃███████┃真┃█┃┣┫███████┃经┃█┃┃┃███████┗━━┛█┃┣┫████████████┃┃┃████████████┃┗┻━━━━━━━━━━━━┛看，是水之大帝，突破了水的极致，他竟然水到了19级！！！！”万丈高楼之上，一个巍峨的身影俯瞰众生，睥睨十万贴吧。“水之大帝要干什么？难道他要水到传说中的——二十级？！！！！”人们惊恐万分。只见水之大帝一声大喝：“十五字大水印！', '花五毛钱买包咪咪虾条，尝试勾引网吧老板年幼的女儿', '', '']","['../../results\\钓鱼网站\\images\\邱钟翔-0.jpg', '../../results\\钓鱼网站\\images\\邱钟翔-1.jpg', '../../results\\钓鱼网站\\images\\邱钟翔-2.jpg', '../../results\\钓鱼网站\\images\\邱钟翔-3.jpg', '../../results\\钓鱼网站\\images\\邱钟翔-4.jpg', '../../results\\钓鱼网站\\images\\邱钟翔-5.jpg']"
回复:掌火有bug 第一次觉得自己离十年大礼包这么近,"啊这。。。怎么说,你的号被当黑号了,一般网吧被植入木马会记录输入的QQ和密码打包发送到他们的服务器。还有一种就是?领礼包什么之类的。别乱输入自己QQ密码QQ就可以了。至于查手机号,Q绑现在不是随便查吗?刘鑫宇同学...",穿越火线,LOVEME886555,2021-12-10 03:47,https://tieba.baidu.com/p/7639377952?pid=142402660660&cid=0#142402660660,"['http://tiebapic.baidu.com/forum/w%3D580/sign=00eb087f91bf6c81f7372ce08c3fb1d7/26aac2ea15ce36d349506f2767f33a87e950b175.jpg', 'http://tiebapic.baidu.com/forum/w%3D580/sign=f85a7b34ed7eca80120539efa1239712/fa1eaa8b87d6277fd464ef2f75381f30e924fc57.jpg']","['说实话，光靠签到升级太慢了。所以我就复制了这段话遇贴就回一次最少也得15经验值而且还能保证你的帖子不沉最重要的是可以和楼主混个眼熟', '4rEQ7fLHhmrWTiad3v', '切我的号都被人玩了好几天了传奇3变成抢1才告我有风险然后我改了密码他加我说是买的黑号8块多我充都好几千了', '聚宝盆还没上车的赶紧了啊~      1uws1pO4JDLVrzfe3v聚宝盆还没上车的赶紧了啊~      1uws1pO4JDLVrzfe3v聚宝盆还没上车的赶紧了啊~      1uws1pO4JDLVrzfe3v聚宝盆还没上车的赶紧了啊~      1uws1pO4JDLVrzfe3v', '帐号信息泄露了，至于咋泄露的，那就不得而知了，可能是钓鱼网站，可能是别的什么', '这样', '经常改密码还是好的', '8rLym67xiebKWl9a2m差一人', '说实话，光靠签到升级太慢了。所以我就复制了这段话遇贴就回一次最少也得15经验值而且还能保证你的帖子不沉最重要的是可以和楼主混个眼熟', '黑号 Q绑，太低端了', '黑号格式', 'aGtsZpKZmJtpm8K4aW1hYZSYm2Zk雷神杨戬来几个富豪1000起步', '']","['../../results\\钓鱼网站\\images\\LOVEME886555-0.jpg', '../../results\\钓鱼网站\\images\\LOVEME886555-1.jpg']"
"一个制作拙劣的钓鱼网站,发出来防止萌新被骗","如图,可能有人steam上加你好友叫你打比赛,然后进这个登录steam账号,你要是没有绑定令牌你皮肤估计就没了。遇到这种闸种直接问候他家人然后删了就好。",csgo,Nuggets丶,2021-12-09 14:01,https://tieba.baidu.com/p/7644100401?pid=142393935780&cid=0#142393935780,['http://tiebapic.baidu.com/forum/w%3D580/sign=f54b3f7e8811728b302d8c2af8fdc3b3/13a937d8bc3eb13517b10754e31ea8d3fc1f440a.jpg'],"['如图，可能有人steam上加你好友叫你打比赛，然后进这个网站登录steam账号，你要是没有绑定令牌你皮肤估计就没了。遇到这种闸种直接问候他家人然后删了就好。', '这个网站网址是b5arena.com，同样还有5eleaders.com等。故意搞个你熟悉的平台加点其它东西做网址然后骗你进去登steam。', '你登录steam之后会显示服务器在维护什么的，其实就是加了一个浮层，开发者工具把那浮层去掉之后还是图里面的内容，所以说实在是制作拙劣。', '点的时候就已经危险了', '盗号网站吗？']",['../../results\\钓鱼网站\\images\\Nuggets丶.jpg']
"回复:一个制作拙劣的钓鱼网站,发出来防止萌新被骗","这个是b5arena.com,同样还有5eleaders.com等。故意搞个你熟悉的平台加点其它东西做然后骗你进去登steam。",csgo,Nuggets丶,2021-12-09 14:02,https://tieba.baidu.com/p/7644100401?pid=142393952465&cid=0#142393952465,['http://tiebapic.baidu.com/forum/w%3D580/sign=f54b3f7e8811728b302d8c2af8fdc3b3/13a937d8bc3eb13517b10754e31ea8d3fc1f440a.jpg'],"['如图，可能有人steam上加你好友叫你打比赛，然后进这个网站登录steam账号，你要是没有绑定令牌你皮肤估计就没了。遇到这种闸种直接问候他家人然后删了就好。', '这个网站网址是b5arena.com，同样还有5eleaders.com等。故意搞个你熟悉的平台加点其它东西做网址然后骗你进去登steam。', '你登录steam之后会显示服务器在维护什么的，其实就是加了一个浮层，开发者工具把那浮层去掉之后还是图里面的内容，所以说实在是制作拙劣。', '点的时候就已经危险了', '盗号网站吗？']",['../../results\\钓鱼网站\\images\\Nuggets丶.jpg']
"回复:一个制作拙劣的钓鱼网站,发出来防止萌新被骗","你登录steam之后会显示服务器在维护什么的,其实就是加了一个浮层,开发者工具把那浮层去掉之后还是图里面的内容,所以说实在是制作拙劣。",csgo,Nuggets丶,2021-12-09 14:03,https://tieba.baidu.com/p/7644100401?pid=142393967002&cid=0#142393967002,['http://tiebapic.baidu.com/forum/w%3D580/sign=f54b3f7e8811728b302d8c2af8fdc3b3/13a937d8bc3eb13517b10754e31ea8d3fc1f440a.jpg'],"['如图，可能有人steam上加你好友叫你打比赛，然后进这个网站登录steam账号，你要是没有绑定令牌你皮肤估计就没了。遇到这种闸种直接问候他家人然后删了就好。', '这个网站网址是b5arena.com，同样还有5eleaders.com等。故意搞个你熟悉的平台加点其它东西做网址然后骗你进去登steam。', '你登录steam之后会显示服务器在维护什么的，其实就是加了一个浮层，开发者工具把那浮层去掉之后还是图里面的内容，所以说实在是制作拙劣。', '点的时候就已经危险了', '盗号网站吗？']",['../../results\\钓鱼网站\\images\\Nuggets丶.jpg']
回复:第十集打戏针不戳,"能否麻烦老哥给个观看网址?樱花的网址丢了,一搜又全是",muv,璐村惂鐢ㄦ埛_GAyW853,2021-12-09 15:37,https://tieba.baidu.com/p/7643950312?pid=142395135357&cid=0#142395135357,"['http://tiebapic.baidu.com/forum/w%3D580/sign=e542411186fdfc03e578e3b0e43d87a9/7bf5f71373f08202771126d00efbfbeda9641b98.jpg', 'http://tiebapic.baidu.com/forum/w%3D580/sign=7e8925730b4e9258a63486e6ac83d1d1/6c1feb11728b4710ceb830db9ecec3fdfd032355.jpg']","['女武神用xm3的机动和守备军的type94完全不是一个量级的啊驹木驾驶技术也是厉害啊，还能在这样的情况下抓到一台xm3的type94意料之外，情理之中', '不知道能不能做到结尾漫改的话到那时八成会有演习战小麻虐杀班长和彩峰，小麻那可是老狂犬了老旧系统完虐两个xm3', '求问在哪看', '世界末日了内乱，打虫子都不够人手还自己人大自己人，这世界里的人活该被全灭', '原來經費到這裡了。戰術機真的動起來了。', '这集看完对起义的恶感更严重了，让我想起前两天吧里大放厥词“看不懂这次起义就看不懂muv”的神经病，把内耗当作什么正当的手段，这样的人只不过是内心阴暗的阴谋家和没能力改变只会狂吠的废物罢了', '抓住的那位是第二次参与实战的妹子', '如果东德的有驾驶员活下来再看到这种内斗只怕会原地气昏过去', '与其说是驹木多强，不如说是这位太菜。记得是和柏木凉宫一届的，刚刚开了几个月', '能否麻烦老哥给个观看网址？樱花的网址丢了，一搜又全是钓鱼网站', '这沃肯至少年轻10岁', '文戏拉跨全靠3d', '虽然但是，能不能把这逆天ed给换了或者撤了', '高原好歹在TV里留了全尸，漫画里就剩条胳膊了', '经费都在打戏了，2d不行就不行了']","['../../results\\钓鱼网站\\images\\璐村惂鐢ㄦ埛_GAyW853-0.jpg', '../../results\\钓鱼网站\\images\\璐村惂鐢ㄦ埛_GAyW853-1.jpg']"
回复:曝光一个pz,"加你qq然后给你发转转链接,实际上是个",小米10s,eaqsojre41541,2021-12-09 23:07,https://tieba.baidu.com/p/7644686086?pid=142400329351&cid=142400659637#142400659637,"['http://tiebapic.baidu.com/forum/w%3D580/sign=0de376123e899e51788e3a1c72a6d990/c89055a7d933c895e95a3d94941373f083020069.jpg', 'http://tiebapic.baidu.com/forum/w%3D580/sign=37e912dd1fafa40f3cc6ced59b65038c/3c59bc64034f78f0b32f3f1c3c310a55b2191c69.jpg', 'http://tiebapic.baidu.com/forum/w%3D580/sign=d496b039ce13b07ebdbd50003cd69113/a28c1bd7912397dd8e20af1c0482b2b7d1a28785.jpg']","['吧友们，天下没有掉下来的馅饼', '', '就是这个人，之前卖k40已经骗了很多人了。', '文案都没变把k40换成10s', '自己顶，希望更多的人看到', '凡是外部链接一律不要点', '1', '1', '自己顶，pz活不过元旦', '出来混迟早都要还的', '好的', '怎么骗的？我说怎么这么便宜', '话说转转上面的可以买吗', '']","['../../results\\钓鱼网站\\images\\eaqsojre41541-0.jpg', '../../results\\钓鱼网站\\images\\eaqsojre41541-1.jpg', '../../results\\钓鱼网站\\images\\eaqsojre41541-2.jpg']"
滨海县东方诗赋文化研究院“清水湖放歌”采风活动唱和作品欣赏(,"野老惊睡莲。渺渺蓝天孤鸟舞,依依湖水几桥悬。晚寻烟雨蒙蒙色,红叶醉君归少年。附:侍井科先生简介---侍井科(网名:老禾),1962年4月出生,滨海县东坎镇人。1982年9月考入上冈农校,学习作物栽培,1985年7月毕业。先后就职于滨海...",大话滨海,aibinhai,2021-12-09 10:57,https://tieba.baidu.com/p/7643891640?pid=142391756513&cid=0#142391756513,"['http://tiebapic.baidu.com/forum/w%3D580/sign=5a0fb42f33061d957d4637304bf40a5d/e56fe0fdc3cec3fd0f0d6a628b88d43f87942771.jpg', 'http://tiebapic.baidu.com/forum/w%3D580/sign=b806962140950a7b75354ecc3ad1625c/9481ebcfc3fdfc03664b2eaf893f8794a4c22671.jpg', 'http://tiebapic.baidu.com/forum/w%3D580/sign=9b08e5b2577b02080cc93fe952d9f25f/9fb3ebfcfc03924523862c18da94a4c27d1e2571.jpg', 'http://tiebapic.baidu.com/forum/w%3D580/sign=eb9bf25c5f087bf47dec57e1c2d3575e/9f80d4029245d68822317fb3f9c27d1ed21b2471.jpg', 'http://tiebapic.baidu.com/forum/w%3D580/sign=fd75fa2f26f40ad115e4c7eb672c1151/a07eba44d688d43f709a5ce5201ed21b0ef43b71.jpg', 'http://tiebapic.baidu.com/forum/w%3D580/sign=fa0683d357d162d985ee621421dfa950/ce38fe89d43f87945ccc85398f1b0ef41bd53a71.jpg']",['滨海县东方诗赋文化研究院“清水湖放歌”采风活动唱和作品欣赏(十九)序：辛丑坤月，暖阳如春，金辉遍染，秋芳依然。误登临之佳期，觅初冬之雅趣，滨海县东方诗赋文化研究院践撷韵之预约。众诗友相聚于滨城之北，雅集于清水湖畔。一行廿余，诗履接踵，广场聚焦，光影留踪。吟旌猎猎，诗心从容。徜徉于林下曲径，漫步于亲水栈道，或观鱼、或赏菊、或沉吟、或品松，小憩长廊，阔谈时空。夕阳如画，滨域渐朦，酒肆临水，登阁送钩。众友先是款酌浅饮，渐次谈至兴浓，不觉把盏飞觥，三巡微酡。此时祖道芹女士，桃红初泛，诗兴正浓，即席吟诵“清水湖放歌”七律一首。众皆静心聆听，争相传阅，齐赞妙也！次日清晨余频频刷屏，众诗友和诗如期而至，余特编辑，以记文期。(徐金祥撰文)十九、侍井科先生和诗菊染斜阳人比妍，风摇芦苇景铺笺。清池拂柳撩春梦，野老钓鱼惊睡莲。渺渺蓝天孤鸟舞，依依湖水几桥悬。晚寻烟雨蒙蒙色，红叶醉君归少年。附:侍井科先生简介-----侍井科(网名:老禾)，1962年4月出生，滨海县东坎镇人。1982年9月考入上冈农校，学习作物栽培，1985年7月毕业。先后就职于滨海县原临淮乡、原坎北乡、原东坎镇、原大套乡、大套农业产园、农业资源与滩涂开发局等单位。滨海县老年大学学员。附:祖道芹女士“清水湖放歌”主唱原玉初冬亭菊傲霜妍，举目平湖润彩笺。诗友并肩吟岸柳，游人携手赏池莲。冷荷瘦叶迎风舞，弱柳柔丝枕水悬。胜境怡情忘归路，芳樽满溢话尧年。附:祖道芹女士简介---祖道芹（网名：烟雨蒙蒙），1967年4月出生，滨海县东坎镇人。1983年，滨海县坎北中学高中毕业，2014年，北京航空航天大学会计学专业毕业。2015年11月在中共滨海县委宣传部、滨海县互联网行业协会、联合多家网站开展“天翼”杯滨海最美网民评选活动中获得滨海“最美网民”的称号，曾有34篇诗词被中国诗词大赛精选为“种子作品”。2016年，任东方诗赋文化研究院副院长(2018年任常务副院长)、副主编。中华诗词学会会员，曾于《今日盐城》、《黄海论坛》、《鹤鸣亭》、《滨海生活网》、《东方诗赋》等网媒、刊物发表诗词、散文200多篇。'],"['../../results\\钓鱼网站\\images\\aibinhai-0.jpg', '../../results\\钓鱼网站\\images\\aibinhai-1.jpg', '../../results\\钓鱼网站\\images\\aibinhai-2.jpg', '../../results\\钓鱼网站\\images\\aibinhai-3.jpg', '../../results\\钓鱼网站\\images\\aibinhai-4.jpg', '../../results\\钓鱼网站\\images\\aibinhai-5.jpg']"
"海外“疫苗诈骗”层出不穷,这些套路你一定要清楚!","据东京警视厅消息,诈骗团伙往往谎称“代理预约疫苗接种”索要金钱,甚至制作疫苗接种相关的假、非法链接进行“”诈骗。在美国,新冠疫苗接种也成为最新的诈骗借口,纽约州总检察长詹乐霞(Letitia James)4月曾发布提示,提醒民众警惕不...",岳阳,岳阳网警,2021-12-08 09:51,https://tieba.baidu.com/p/7642390081?pid=142377324459&cid=0#142377324459,"['http://tiebapic.baidu.com/forum/w%3D580/sign=15e2d0bc5e3b5bb5bed720f606d2d523/f7ac5aafa40f4bfbc63b4f435e4f78f0f6361868.jpg', 'http://tiebapic.baidu.com/forum/w%3D580/sign=0a4de71c06b5c9ea62f303ebe538b622/2f01a40f4bfbfbed95b2e76825f0f736aec31f68.jpg', 'http://tiebapic.baidu.com/forum/w%3D580/sign=3cedbf9294ea15ce41eee00186013a25/d1a14bfbfbedab643c999cd7aa36afc378311e68.jpg', 'http://tiebapic.baidu.com/forum/w%3D580/sign=1b632dcd48ce36d3a20483380af23a24/3e55fbedab64034f38261311f2c379310b551d68.jpg', 'http://tiebapic.baidu.com/forum/w%3D580/sign=883cf1e96bd3d539c13d0fcb0a86e927/8e43ab64034f78f0b6e04be424310a55b2191c68.jpg']",['“支付5000日元就可以代为预约，保证您一定能够接种新冠疫苗。”近段时间，以接种新冠疫苗为借口的诈骗在海外层出不穷，诈骗团伙往往以代为预约接种为由，向民众索取金钱和个人信息实施诈骗。海外涉疫苗诈骗案件激增5月以来，日本涉疫苗诈骗案件激增，诈骗手法形式多样不断翻新。据东京警视厅消息，诈骗团伙往往谎称“代理预约疫苗接种”索要金钱，甚至制作疫苗接种相关的假网站、非法链接进行“钓鱼”诈骗。在美国，新冠疫苗接种也成为最新的诈骗借口，纽约州总检察长詹乐霞(Letitia James)4月曾发布提示，提醒民众警惕不法分子冒充国税局等政府单位，以办理快速疫苗接种预约等为由进行个人身份信息盗窃。据西班牙华文媒体报道，4月以来西班牙警方发现越来越多有关疫苗接种的骗局，有居民收到关于“上门接种疫苗”的诈骗电话，独居者则更容易成为犯罪分子的目标。在德国有不法分子冒充中国驻德国大使馆名义，邀请中国公民到使馆接种疫苗，从而实施诈骗；在柬埔寨也有人通过手机短信诈骗，宣称支付服务费即可在柬埔寨预约接种中国疫苗。摸清套路理性应对这些新出现的“疫苗诈骗”往往极具迷惑性，利用民众想要尽快接种新冠肺炎疫苗的心理实施诈骗。日本东京警视厅称，诈骗团伙通常自称疫苗机构或保健所职员，称可以代为预约或安排优先接种，但需交纳接种费；有的诈骗团伙还会以疫苗诈骗为开端，刺探搜集个人及家庭信息，物色容易上当受骗的对象，进而实施更加恶劣的诈骗。美国洛杉矶卫生局的官员日前提醒称，诈骗团伙通常会要求你提供个人或财务信息，如社会保险、银行账户或信用卡号等用于预约疫苗接种，还有些诈骗分子谎称可以低价或秘密出售疫苗。西班牙的警方提示，在这一类案件中，民众会收到WhatsApp语音消息，对方称自己是西班牙卫生部委托的调查公司，会派一名技术人员到家里进行与防疫措施相关的问卷调查或上门帮你接种疫苗，骗取金钱和个人信息。另外，在日本、澳大利亚、德国、柬埔寨等国，也有诈骗分子冒充中国驻外使领馆的名义，打着接种中国疫苗的旗号套取个人信息，收取“疫苗接种费”，此类诈骗专门针对海外华人。冷静判断防止受骗民众如果遇到疑似疫苗诈骗应当冷静应对、理性判断，一旦对方要求提供个人信息或转账汇款，应立即挂断电话。日本消费者厅提醒，关于疫苗接种问题，地方政府不会向民众索取费用或个人信息，如果对方称其是地方政府的工作人员，表示可以代为预约接种，则有可能是诈骗行为，民众切勿立刻答应对方的要求，不要上当。美国纽约州总检察长办公室提示，疫苗经销商、医疗保健公司或私人保险公司不会要求当事人提供社安号、个人信用卡或银行账户信息；如果收到关于新冠疫苗接种或临床试验的电子邮件，也请认真核实发件人的电子邮件域名，不要点击任何链接或提供任何个人信息。中国驻日本大使馆、驻澳大利亚大使馆、驻德国大使馆、驻柬埔寨大使馆等也提醒，使馆不会通过电话要求当事人提供护照号码、银行卡号等个人隐私信息，接到这样的电话请立即挂断，切勿透露个人信息或转账汇款。如不幸被骗，请及时向案发地警方报案。来源：兰州网警'],"['../../results\\钓鱼网站\\images\\岳阳网警-0.jpg', '../../results\\钓鱼网站\\images\\岳阳网警-1.jpg', '../../results\\钓鱼网站\\images\\岳阳网警-2.jpg', '../../results\\钓鱼网站\\images\\岳阳网警-3.jpg', '../../results\\钓鱼网站\\images\\岳阳网警-4.jpg']"
回复:【211208】终于水到8级了!,"是的呀,捐就给账号,只是别进错了,进了。",pt,eagleking_td,2021-12-08 18:45,https://tieba.baidu.com/p/7642847279?pid=142382186228&cid=142383850876#142383850876,['http://tiebapic.baidu.com/forum/w%3D580/sign=e6228c7e782dd42a5f0901a3333b5b2f/98758f82b9014a90c70b9faaf4773912b31bee57.jpg'],"['玩pt一个多月了，先是捐了一个馒头，然后答题注册了五元神站，然后在贴吧有大神给了一个备胎、阿童木和学校，最近收了一个家园和红豆饭，发现基本电影和电视资源都够用了，也不想养很多站，但是心心念的教育资源还差了点。贴吧都说他吹吹风有教育资源，希望大佬给个💊，或者指点一下萌新还有哪些站点有教育资源。电信公网ip，ipv4，ipv6，辅种还在学。群晖nas24小时在线。', '已注册ID，tangdian2006，349339442@qq.com', '恭喜恭喜', '', '恭喜，我也到8级，还没写小作文。', '请问馒头30的那个可以吗', '绑定', '绑定', '借楼再请教一下，馒头官窑都有哪些？', '恭喜恭喜', '我也想要个教育资源', '绑定', '绑定', '绑定', '绑定，水道8级']",['../../results\\钓鱼网站\\images\\eagleking_td.jpg']
回复:饰品陷阱,"有天才上绑自己银行卡,还把验证码填了,卡被盗刷了,你觉得能怪银行吗",csgo,Mr蓦首阑珊,2021-12-09 08:36,https://tieba.baidu.com/p/7643712033?pid=142390178447&cid=0#142390178447,['http://tiebapic.baidu.com/forum/w%3D580/sign=c3bc39d13eec54e741ec1a1689399bfd/00b09e7eca806538ee5410fcd2dda144af3482c3.jpg'],"['玩这个游戏没多长时间，也只是买了一些便宜的饰品玩一玩，也就几百块钱那样的。看贴吧里几乎每天都有饰品被偷被骗的帖子，那我就想问点问题，为什么这个游戏里边的饰品那么容易被盗呢？点个链接你的东西就被偷走了，这是不是游戏公司的问题呢？这是不是游戏公司的防盗系统做的过于简单？', '作为玩家，还得时刻盯着自己的饰品，确实，我们应该加强防骗意识，但是总会有松懈的时候，那么游戏公司是不是应该帮助玩家做好防范呢？就好比几年前我做火车的时候，所有东西都会带在身上，时刻不离身，但是现在我笔记本电脑都敢放到候车厅去上厕所。当然肯定会有人说，是因为现在素质提高了，小偷少了。那肯定也有火车站探头增多了，安保力量也加强了的原因吧。', '那既然这样的话，游戏公司能不能帮助玩家可以更安全的保护玩家的财产呢？', '好提议，建议你加入v社成为v社的第三名员工', '你指望v社正儿八经管事儿？那我还是劝你管好自己', '令牌的防盗还不行…被盗饰品的都是自己**不要怪别人', '上有政策下有对策，就算v社防盗措施做得再好，还是会有人挖空心思钻空子，还是会有饰品被盗，何况v社本来就有点不管事', '有天才上钓鱼网站绑自己银行卡，还把验证码填了，卡被盗刷了，你觉得能怪银行吗', '这是一份礼物', 'QQ你点个不明链接不一样号没了苹果，支付宝吹嘘的安全黑客照样能破(别杠啊，黑客大赛搜搜看再来杠)', '一直存在的问题，v社根本不管', '360都比v舍懂得保护用户', '兄弟们，愎製这条消息￥9O000tKM￥咑閞【IGXE】免费开箱，0元拿蛇狙！', '人傻而已', '是的，这是一份礼物']",['../../results\\钓鱼网站\\images\\Mr蓦首阑珊.jpg']
回复:一个傻宝(自己)的智商税,"。。。这一看就是,要是真有兑换码换任务武器早被黄牛抢光了",原神,多彩世界的尽头,2021-12-08 22:11,https://tieba.baidu.com/p/7643363781?pid=142386356695&cid=0#142386356695,"['http://tiebapic.baidu.com/forum/w%3D580/sign=cc34b0808433c895a67e9873e1137397/7ea843f082025aaf671fb9dca6edab64034f1a30.jpg', 'http://tiebapic.baidu.com/forum/w%3D580/sign=4014b5e235cf3bc7e800cde4e101babd/7ebb8aa1cd11728b600dc5cd8dfcc3cec2fd2c7c.jpg']","['各位大佬千万千万不要在淘宝上购买什么鬼的兑换码，都是骗人，苦苦等了半个月说什么等待审核后来才发现都是假的！店家已跑路，网站是mihayo. cn，请各位大佬对小弟的批评教育', '。。。这一看就是钓鱼网站，要是真有兑换码换任务武器早被黄牛抢光了', '。。。这一看就不是官方网站啊！', '都快2022年了真有啥子上当啊？', '原石兑换码还说得通，这个自选角色武器长点心吧', '下个国家反诈骗app吧--以上我瞎说的~', '智商税', '知道为什么骗子死不绝吗？', '无法理解从不看官网的人..', '我寻思你进游戏的时候都能看到miHoYo的logo怎么点进去的mihayo.cn还觉得没问题？', '你先想一下初始号多少钱，再看看兑换码多少钱十个自选五星，给你算一个满命五星主c+一把专武+两个辅助主c专武随便谁，辅助两个最强的万叶，钟离这种号你看看多少钱', '留个心眼，下次遇到这种东西还是跑相关地问一下这个领域里的老哥们。', '米哈游的游戏，淘宝商家怎么会卖兑换码呢，米哈游官方都没这权限赚外快', '屮，500多。。。一般不都几十块的吗', '这种骗术也能上当。。。']","['../../results\\钓鱼网站\\images\\多彩世界的尽头-0.jpg', '../../results\\钓鱼网站\\images\\多彩世界的尽头-1.jpg']"
回复:怎么起诉csgo公司,"回复贴吧用户_561eVNJ :机器人骗子经常用的例句,一般说是他们战队比赛缺人,需要你加入他们,然后发“加入我们的领队他会告诉你更多”,这一句后面往往接着链接。",csgo,赛尔号2灵目兽,2021-12-08 18:21,https://tieba.baidu.com/p/7642235488?pid=142382360869&cid=142383585072#142383585072,['http://tiebapic.baidu.com/forum/w%3D580/sign=7305c0221766d0167e199e20a729d498/6b7fff00baa1cd11385531cffc12c8fcc1ce2da5.jpg'],"['起诉CSGO公司干嘛？不就是你自己去买一些违法的黑钥匙导致的么闹呢', '告v社是吧', '差不多得了', '加入我们领队，他会告诉你更多。', '经典的脑子抽了', '🍉', '', '你被诈骗了用银行卡给骗子打钱，还让银行承担责任？', '喜欢点链接', '绷不住了', '我宣布转移哥通过go吧2021年度top10预选赛', '之前加过一个外国人 头像女的 说我dota2屠夫饰品好看 给几个给她玩玩 我想着给点便宜的也没问题 反正有好几套呢 不还也没事 也不值多少钱 结果她发报价直接要我至宝 我去*** 取消了 真的不要脸 没删她 现在我一上steam就跟我说话 hi  hello 啥的 我也不理她', '兄弟们，愎製这条消息￥ExM4zeH1￥咑閞【IGXE】免费开箱，0元拿蛇狙！', '活该，你泉甲思了', '']",['../../results\\钓鱼网站\\images\\赛尔号2灵目兽.jpg']
